SKU,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: ocean_sidebar,Meta: ocean_second_sidebar,Meta: ocean_disable_margins,Meta: ocean_display_top_bar,Meta: ocean_display_header,Meta: ocean_center_header_left_menu,Meta: ocean_custom_header_template,Meta: ocean_header_custom_menu,Meta: ocean_menu_typo_font_family,Meta: ocean_disable_title,Meta: ocean_disable_heading,Meta: ocean_disable_breadcrumbs,Meta: ocean_display_footer_widgets,Meta: ocean_display_footer_bottom,Meta: ocean_custom_footer_template,Meta: _wpml_media_featured,Meta: _wc_product_documents_title,Meta: _wc_product_documents_display,Meta: _wpml_word_count,Meta: _yoast_wpseo_primary_product_cat,Meta: osh_disable_topbar_sticky,Meta: osh_disable_header_sticky,Meta: osh_sticky_header_style,Meta: _wpml_media_duplicate,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_linkdex,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_focuskeywords,Meta: _yoast_wpseo_keywordsynonyms,Meta: _wpml_media_has_media,Meta: wbcr_wp_old_slug,Meta: _wp_old_date,Meta: _oembed_533515a706e016a9bb304a9772c907bb,Meta: _oembed_time_533515a706e016a9bb304a9772c907bb,Meta: _oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Meta: _oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Meta: ocean_post_title_style,Meta: ocean_post_title_background,Meta: ocean_post_title_bg_image_repeat,Meta: ocean_post_title_bg_image_size,Meta: ocean_post_title_bg_overlay,Meta: ocean_post_title_bg_image_position,Meta: _oembed_cf5fdf2a60f830e751fd1e288dbafa69,Meta: _oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Meta: _oembed_86593aa9e750ff0f36a65e39973ef073,Meta: _oembed_time_86593aa9e750ff0f36a65e39973ef073,Meta: _oembed_b33ae0ea6d4e6f2962235e24f863946f,Meta: _oembed_time_b33ae0ea6d4e6f2962235e24f863946f,Meta: _oembed_86ffc6ca0f8f231f0b249032a7f5b2c7,Meta: _oembed_time_86ffc6ca0f8f231f0b249032a7f5b2c7
PC001,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,Об'єм,,1,1,Бренд,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,1,Документація,yes,"{""total"":130,""to_translate"":{""ru"":130}}",,default,default,default,0,LEMON,36,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PC001-0,5",1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC001,,,,,,1,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":11,""to_translate"":{""ru"":11}}",,,,,1,,,,,,1,lemon-0-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC001-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC001,,,,,,2,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,lemon-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC001-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC001,,,,,,3,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,lemon-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC001-6,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC001,,,,,,4,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,lemon-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC019,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC006, PC018, PC007","id:908, PC001, FOR05",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":140,""to_translate"":{""ru"":140}}",,default,default,default,1,TRUCK STRONG,40,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC019-22-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC019,,,"id:908, PC001, FOR05",,,2,Об'єм,2х22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC019-5,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC019,,,"id:908, PC001, FOR05",,,3,Об'єм,5 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC019-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC019,,,"id:908, PC001, FOR05",,,4,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC019-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC019,,,"id:908, PC001, FOR05",,,5,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC019-22,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC019,,,"id:908, PC001, FOR05",,,0,Об'єм,22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-22-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC018,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC004, PC007, PC019","PC006, N275, PC010",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":127,""to_translate"":{""ru"":127}}",,default,default,default,1,DPF CLEANER,40,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC018-20,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC018,,,"PC006, N275, PC010",,,1,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC018-20-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC018,,,"PC006, N275, PC010",,,2,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC018-5,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC018,,,"PC006, N275, PC010",,,3,Об'єм,5 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC018-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC018,,,"PC006, N275, PC010",,,4,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC018-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC018,,,"PC006, N275, PC010",,,5,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC007,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC006, PC002, PC019","PC001, PC008, PC009",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":149,""to_translate"":{""ru"":149}}",,default,default,default,1,TRUCK,48,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC007-22,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC007,,,"PC001, PC008, PC009",,,0,Об'єм,22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-22-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC007-220,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC007,,,"PC001, PC008, PC009",,,2,Об'єм,220 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-220-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC007-22-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC007,,,"PC001, PC008, PC009",,,3,Об'єм,2х22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC007-5,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC007,,,"PC001, PC008, PC009",,,4,Об'єм,5 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC007-66,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC007,,,"PC001, PC008, PC009",,,5,Об'єм,66 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-66-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC007-7,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC007,,,"PC001, PC008, PC009",,,6,Об'єм,7 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-7-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC007-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC007,,,"PC001, PC008, PC009",,,7,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC007-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC007,,,"PC001, PC008, PC009",,,8,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC002,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC205, PC001, PC102, PC103","N262, id:985",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":108,""to_translate"":{""ru"":108}}",,default,default,default,1,EKO,41,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC002-5,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC002,,,"N262, id:985",,,0,Об'єм,5 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,eko-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
"PC002-0,5",1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC002,,,"N262, id:985",,,2,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,eko-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC002-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC002,,,"N262, id:985",,,3,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,eko-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC010,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC018, PC005, PC214","PC018, N275, PC008",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":223,""to_translate"":{""ru"":223}}",,default,default,default,1,MOTO CLEANER,51,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC010-20,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC010,,,"PC018, N275, PC008",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC010-200,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC010,,,"PC018, N275, PC008",,,2,Об'єм,200 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-200-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC010-5,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC010,,,"PC018, N275, PC008",,,3,Об'єм,5 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
"PC010-0,6",1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC010,,,"PC018, N275, PC008",,,4,Об'єм,600 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC010-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC010,,,"PC018, N275, PC008",,,5,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC013,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC018, PC005, PC010","PC002, PC005, PC001",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":109,""to_translate"":{""ru"":109}}",,default,default,default,1,BRAKE CLEANER,41,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC013-20,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC013,,,"PC002, PC005, PC001",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC013-20-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC013,,,"PC002, PC005, PC001",,,2,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
"PC013-0,5",1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC013,,,"PC002, PC005, PC001",,,3,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC013-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC013,,,"PC002, PC005, PC001",,,4,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC013-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC013,,,"PC002, PC005, PC001",,,5,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC005,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC006, PC004, PC009","N275, PC212, PC022",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":146,""to_translate"":{""ru"":146}}",,default,default,default,1,FLAT EXPERT,44,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC005-20,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC005,,,"N275, PC212, PC022",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC005-20-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC005,,,"N275, PC212, PC022",,,2,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC005-5,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC005,,,"N275, PC212, PC022",,,3,Об'єм,5 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC005-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC005,,,"N275, PC212, PC022",,,4,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC005-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC005,,,"N275, PC212, PC022",,,5,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC009,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC006, PC004, PC008","N275, N287, PC219",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":110,""to_translate"":{""ru"":110}}",,default,default,default,1,SUPER CLEAN,41,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
PC009-20,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC009,,,"N275, N287, PC219",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,super-clean-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC009-20-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC009,,,"N275, N287, PC219",,,2,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,,super-clean-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC009-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC009,,,"N275, N287, PC219",,,3,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,super-clean-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC009-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC009,,,"N275, N287, PC219",,,4,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,super-clean-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC015,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC013, PC018, PC005, PC008","PC002, PC001, PC010",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":136,""to_translate"":{""ru"":136}}",,default,default,default,0,WF STORM,41,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC015-20,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC015,,,"PC002, PC001, PC010",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,wf-storm-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
