SKU,Published,Is featured?,Visibility in catalog,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: ocean_sidebar,Meta: ocean_second_sidebar,Meta: ocean_disable_margins,Meta: ocean_display_top_bar,Meta: ocean_display_header,Meta: ocean_center_header_left_menu,Meta: ocean_custom_header_template,Meta: ocean_header_custom_menu,Meta: ocean_menu_typo_font_family,Meta: ocean_disable_title,Meta: ocean_disable_heading,Meta: ocean_disable_breadcrumbs,Meta: ocean_display_footer_widgets,Meta: ocean_display_footer_bottom,Meta: ocean_custom_footer_template,Meta: _wpml_media_featured,Meta: _wc_product_documents_title,Meta: _wc_product_documents_display,Meta: _wpml_word_count,Meta: _yoast_wpseo_primary_product_cat,Meta: osh_disable_topbar_sticky,Meta: osh_disable_header_sticky,Meta: osh_sticky_header_style,Meta: _wpml_media_duplicate,Meta: _yoast_wpseo_focuskw,Meta: _yoast_wpseo_linkdex,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_focuskeywords,Meta: _yoast_wpseo_keywordsynonyms,Meta: _wpml_media_has_media,Meta: wbcr_wp_old_slug,Meta: _wp_old_date,Meta: _oembed_533515a706e016a9bb304a9772c907bb,Meta: _oembed_time_533515a706e016a9bb304a9772c907bb,Meta: _oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Meta: _oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Meta: ocean_post_title_style,Meta: ocean_post_title_background,Meta: ocean_post_title_bg_image_repeat,Meta: ocean_post_title_bg_image_size,Meta: ocean_post_title_bg_overlay,Meta: ocean_post_title_bg_image_position,Meta: _oembed_cf5fdf2a60f830e751fd1e288dbafa69,Meta: _oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Meta: _oembed_86593aa9e750ff0f36a65e39973ef073,Meta: _oembed_time_86593aa9e750ff0f36a65e39973ef073,Meta: _oembed_b33ae0ea6d4e6f2962235e24f863946f,Meta: _oembed_time_b33ae0ea6d4e6f2962235e24f863946f,Meta: _oembed_86ffc6ca0f8f231f0b249032a7f5b2c7,Meta: _oembed_time_86ffc6ca0f8f231f0b249032a7f5b2c7
PC015-60,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC015,,,"PC002, PC001, PC010",,,2,Об'єм,60 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,wf-storm-60-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC015-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC015,,,"PC002, PC001, PC010",,,3,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,wf-storm-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
FOR05,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,SOLVENT ALU,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
FOR1,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,SOLVENT 1 L,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
POM1,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,,,,,,,,,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,Дозуючий насос для пасти,,,,,1,%d0%b4%d0%be%d0%b7%d1%83%d1%8e%d1%87%d0%b8%d0%b9-%d0%bd%d0%b0%d1%81%d0%be%d1%81-%d0%b4%d0%bb%d1%8f-%d0%bf%d0%b0%d1%81%d1%82%d0%b8,,,,,,,,,,,,,,,,,,,,,,,
POM2,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,,,,,,,,,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,Дозуючий насос для пасти - металевий,,,,,1,%d0%b4%d0%be%d0%b7%d1%83%d1%8e%d1%87%d0%b8%d0%b9-%d0%bd%d0%b0%d1%81%d0%be%d1%81-%d0%b4%d0%bb%d1%8f-%d0%bf%d0%b0%d1%81%d1%82%d0%b8-%d0%bc%d0%b5%d1%82%d0%b0%d0%bb%d0%b5%d0%b2%d0%b8%d0%b9,,,,,,,,,,,,,,,,,,,,,,,
UK,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,,,,,,,,,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,Тримач для каністри,,,,,1,%d1%82%d1%80%d0%b8%d0%bc%d0%b0%d1%87-%d0%b4%d0%bb%d1%8f-%d0%ba%d0%b0%d0%bd%d1%96%d1%81%d1%82%d1%80%d0%b8,,,,,,,,,,,,,,,,,,,,,,,
PC021,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC215, PC211, PC212","id:981, PC004, N287",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":126,""to_translate"":{""ru"":126}}",,default,default,default,1,TRUCK URBAN,40,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC021-11,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC021,,,"id:981, PC004, N287",,,2,Об'єм,11 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-11-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC021-22,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC021,,,"id:981, PC004, N287",,,3,Об'єм,22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-22-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC021-7,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC021,,,"id:981, PC004, N287",,,4,Об'єм,7 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-7-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC021-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC021,,,"id:981, PC004, N287",,,5,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC021-22-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC021,,,"id:981, PC004, N287",,,0,Об'єм,2х22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC213,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC207, PC215, N275, N287","PC207, PC215, N275, N287",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":180,""to_translate"":{""ru"":180}}",,default,default,default,1,PURE PERFECTION,44,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC213-100,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC213,,,"PC207, PC215, N275, N287",,,1,Об'єм,1000 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-1000-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC213-11,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC213,,,"PC207, PC215, N275, N287",,,2,Об'єм,11 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-11-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC213-22,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC213,,,"PC207, PC215, N275, N287",,,3,Об'єм,22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-22-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC213-220,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC213,,,"PC207, PC215, N275, N287",,,4,Об'єм,220 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-220-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC213-20-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC213,,,"PC207, PC215, N275, N287",,,5,Об'єм,2х22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC213-66,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC213,,,"PC207, PC215, N275, N287",,,6,Об'єм,66 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-66-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC213-7,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC213,,,"PC207, PC215, N275, N287",,,7,Об'єм,7 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-7-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC213-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC213,,,"PC207, PC215, N275, N287",,,8,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC212,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC207, PC215, N275, N287, KWAP2, id:985","PC207, PC215, KWAP2, id:985",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":274,""to_translate"":{""ru"":274}}",,default,default,default,1,SHAMPOO ACTIV,41,90,,,1,,2019-08-05,,,,,,,,,,,,,,,,,,,,,,
PC212-1000,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC212,,,"PC207, PC215, KWAP2, id:985",,,0,Об'єм,1000 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-1000-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC212-11,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC212,,,"PC207, PC215, KWAP2, id:985",,,2,Об'єм,11 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-11-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC212-22,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC212,,,"PC207, PC215, KWAP2, id:985",,,3,Об'єм,22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-22-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC212-220,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC212,,,"PC207, PC215, KWAP2, id:985",,,4,Об'єм,220 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-220-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC212-22-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC212,,,"PC207, PC215, KWAP2, id:985",,,5,Об'єм,2х22 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC212-66,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC212,,,"PC207, PC215, KWAP2, id:985",,,6,Об'єм,66 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-66-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC212-7,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC212,,,"PC207, PC215, KWAP2, id:985",,,7,Об'єм,7 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-7-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC212-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC212,,,"PC207, PC215, KWAP2, id:985",,,8,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC301,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Product Documents,no,"{""total"":168,""to_translate"":{""ru"":168}}",,default,default,default,1,AGRO,,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC023,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,,,,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Product Documents,no,"{""total"":18,""to_translate"":{""ru"":18}}",,default,default,default,0,LATEX,,60,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC006,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC002, FOR05, PC019","N262, KWAR",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":178,""to_translate"":{""ru"":178}}",,default,default,default,0,ALU EXPERT,48,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC006-20,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC006,,,"N262, KWAR",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC006-200,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC006,,,"N262, KWAR",,,2,Об'єм,200 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-200-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC006-20-2,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC006,,,"N262, KWAR",,,3,Об'єм,2x20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-2x20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC006-60,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC006,,,"N262, KWAR",,,4,Об'єм,60 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-60-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC006-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC006,,,"N262, KWAR",,,5,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC006-6,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC006,,,"N262, KWAR",,,6,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC006-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC006,,,"N262, KWAR",,,7,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC008,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC006, PC018, PC005","N275, N287, KWAP2",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":205,""to_translate"":{""ru"":205}}",,default,default,default,1,ROST,52,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC008-12,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC008,,,"N275, N287, KWAP2",,,0,Об'єм,12 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-12-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
"PC008-0,6",1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC008,,,"N275, N287, KWAP2",,,2,Об'єм,600 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
"PC008-0,7",1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC008,,,"N275, N287, KWAP2",,,3,Об'єм,700 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-700-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC008-8,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC008,,,"N275, N287, KWAP2",,,4,Об'єм,8 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-8-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC008-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC008,,,"N275, N287, KWAP2",,,5,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC004,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC018, PC008, PC019","PC002, PC212, KWAP2",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":183,""to_translate"":{""ru"":183}}",,default,default,default,1,EXPERT,41,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC004-20,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC004,,,"PC002, PC212, KWAP2",,,0,Об'єм,20 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-20-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC004-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC004,,,"PC002, PC212, KWAP2",,,2,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC004-6,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC004,,,"PC002, PC212, KWAP2",,,3,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC004-10,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC004,,,"PC002, PC212, KWAP2",,,4,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC106,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC108, PC102, PC101","PC005, N287, PC219",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":196,""to_translate"":{""ru"":196}}",,default,default,default,1,BASIC,48,90,,,1,,,"<iframe title=""BASIC - Płyn do gruntownego mycia marki PRO-CHEM"" width=""1200"" height=""675"" src=""https://www.youtube.com/embed/0KzniLqVG6Q?feature=oembed"" frameborder=""0"" allow=""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"" allowfullscreen></iframe>",1566218849,,,,,,,,,,,,,,,,,,,,
PC106-11,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC106,,,"PC005, N287, PC219",,,0,Об'єм,11 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,basic-11-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC106-7,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC106,,,"PC005, N287, PC219",,,2,Об'єм,7 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,basic-7-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC106-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC106,,,"PC005, N287, PC219",,,3,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,basic-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC011,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC013, PC022, PC015","PC225, N287, PC219",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,,no,"{""total"":93,""to_translate"":{""ru"":93}}",,default,default,default,1,PRO MAT,41,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
PC011-1,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC011,,,"PC225, N287, PC219",,,0,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pro-mat-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC011-6,1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC011,,,"PC225, N287, PC219",,,2,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pro-mat-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
PC014,1,0,visible,,,taxable,,1,,,0,0,,,,,1,,,,,"PC207, PC215, N275, PC214","PC224, N262, id:985",,,0,Бренд,,1,1,Об'єм,,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Документація,yes,"{""total"":117,""to_translate"":{""ru"":117}}",,default,default,default,0,NON STICKY,40,90,,,1,,,,,,,,,,,,,,,,,,,,,,,,
"PC014-0,2",1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC014,,,"PC224, N262, id:985",,,0,Об'єм,200 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,non-sticky-200-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
"PC014-0,5",1,0,visible,,,taxable,parent,1,,,0,0,,,,,0,,,PC014,,,"PC224, N262, id:985",,,2,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,non-sticky-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,
